epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,13794.7,0.80133,2.73141,0.9396,1.1921,0.75805,0.49951,0.52395,0.42987,0.70513,0.46157,0.45516,0.34317,1.00968,3.97673,1.47419,1.31893,0.00061904,0.00061904,0.00061904
129,13904,0.80136,2.70504,0.93122,1.19222,0.73526,0.49158,0.51909,0.42259,0.6793,0.45478,0.44231,0.33297,0.98974,3.92393,1.47632,1.29284,0.000610789,0.000610789,0.000610789
130,14014,0.7904,2.6977,0.92864,1.18325,0.74371,0.4944,0.52653,0.42827,0.68925,0.45529,0.45559,0.33938,1.0246,3.91488,1.4624,1.35137,0.000602537,0.000602537,0.000602537
131,14125.2,0.79526,2.69077,0.9135,1.18845,0.71883,0.50251,0.52799,0.42986,0.67304,0.45984,0.46234,0.34747,0.99621,3.91804,1.43327,1.32342,0.000594286,0.000594286,0.000594286
132,14234.5,0.79532,2.71043,0.9294,1.18564,0.74038,0.49386,0.52365,0.41756,0.69317,0.43834,0.44524,0.33613,1.03682,3.87582,1.50998,1.3625,0.000586034,0.000586034,0.000586034
133,14342.1,0.79123,2.63926,0.92932,1.18192,0.75226,0.48833,0.53899,0.42917,0.70538,0.44972,0.45952,0.34664,1.00206,3.88099,1.4517,1.33094,0.000577782,0.000577782,0.000577782
134,14449.4,0.78933,2.70719,0.91636,1.18257,0.72057,0.50807,0.54491,0.43821,0.71406,0.44791,0.46685,0.34981,1.0187,3.91763,1.44478,1.3385,0.000569531,0.000569531,0.000569531
135,14556.4,0.78832,2.64132,0.92233,1.17999,0.68879,0.48087,0.52746,0.43543,0.6624,0.43822,0.45509,0.34475,0.99292,3.94935,1.46505,1.31813,0.000561279,0.000561279,0.000561279
136,14663.3,0.78611,2.63325,0.89897,1.17496,0.72728,0.49863,0.52723,0.43205,0.69237,0.44406,0.4543,0.34315,0.99528,3.94861,1.46783,1.31561,0.000553027,0.000553027,0.000553027
137,14770.2,0.78406,2.62497,0.89875,1.17086,0.71875,0.49262,0.52669,0.42818,0.64971,0.44236,0.44221,0.33387,0.99029,3.9521,1.46649,1.30938,0.000544776,0.000544776,0.000544776
138,14877.8,0.77646,2.66414,0.90973,1.17473,0.73051,0.4864,0.52258,0.43242,0.68093,0.44833,0.45145,0.33052,1.01016,3.82463,1.45919,1.32262,0.000536524,0.000536524,0.000536524
139,14985.2,0.76986,2.60777,0.88182,1.16409,0.72952,0.47183,0.5275,0.42982,0.67435,0.43525,0.4453,0.33731,1.00844,3.99692,1.45899,1.31357,0.000528272,0.000528272,0.000528272
140,15092.5,0.78163,2.62179,0.90255,1.17557,0.76102,0.47376,0.5225,0.42795,0.7026,0.42556,0.44363,0.33297,1.00732,3.90012,1.446,1.32227,0.000520021,0.000520021,0.000520021
141,15199.9,0.78676,2.6545,0.8999,1.1794,0.74984,0.47411,0.52693,0.42867,0.71539,0.42692,0.4482,0.33927,1.00297,3.95363,1.48417,1.32605,0.000511769,0.000511769,0.000511769
142,15307,0.76914,2.61131,0.88413,1.16735,0.74684,0.47633,0.50736,0.42208,0.69341,0.43787,0.43293,0.32656,1.0094,3.99186,1.54895,1.31866,0.000503517,0.000503517,0.000503517
143,15413.8,0.77724,2.64237,0.8916,1.16795,0.76323,0.47359,0.51545,0.4271,0.6951,0.43176,0.43833,0.33462,0.999,3.97071,1.51544,1.31963,0.000495266,0.000495266,0.000495266
144,15520.7,0.76271,2.59854,0.87064,1.16199,0.7352,0.50041,0.53759,0.43825,0.68561,0.43964,0.44597,0.33779,0.99318,3.96716,1.46996,1.31695,0.000487014,0.000487014,0.000487014
145,15622,0.77331,2.5533,0.88031,1.16626,0.73598,0.48582,0.53094,0.44122,0.6917,0.44463,0.45708,0.34796,0.9894,4.09721,1.51924,1.31003,0.000478762,0.000478762,0.000478762
146,15722.7,0.76498,2.55948,0.86111,1.16231,0.72056,0.50324,0.51956,0.42844,0.67915,0.45688,0.44751,0.33752,1.00333,4.05658,1.514,1.31633,0.000470511,0.000470511,0.000470511
147,15822.8,0.76842,2.61282,0.86906,1.16589,0.75103,0.48552,0.52139,0.42516,0.70179,0.44375,0.45406,0.34283,0.99944,3.91325,1.53849,1.33791,0.000462259,0.000462259,0.000462259
148,15922.9,0.76599,2.58827,0.87713,1.16423,0.6751,0.51009,0.5247,0.42962,0.61766,0.4553,0.44299,0.32589,1.00271,3.98379,1.47212,1.33679,0.000454007,0.000454007,0.000454007
149,16023,0.75298,2.56437,0.85045,1.15368,0.64875,0.49044,0.51854,0.42633,0.65528,0.4228,0.45069,0.34097,0.99426,3.93674,1.50443,1.32633,0.000445756,0.000445756,0.000445756
150,16122.9,0.75899,2.5617,0.85677,1.15501,0.71521,0.50671,0.53091,0.43667,0.66306,0.45575,0.45203,0.34232,0.98631,3.85869,1.46186,1.31409,0.000437504,0.000437504,0.000437504
151,16223,0.76238,2.53511,0.85489,1.16142,0.74222,0.48833,0.53181,0.43253,0.69047,0.42791,0.44156,0.33956,0.98452,3.86257,1.4723,1.31265,0.000429253,0.000429253,0.000429253
152,16323,0.7678,2.5987,0.86638,1.16559,0.75542,0.48956,0.54455,0.44263,0.6746,0.43613,0.44832,0.33547,0.99274,3.85021,1.47072,1.31345,0.000421001,0.000421001,0.000421001
153,16423,0.75701,2.55031,0.85336,1.15744,0.77413,0.47375,0.51811,0.42228,0.70374,0.42122,0.43082,0.32611,1.00356,3.99241,1.53892,1.31689,0.000412749,0.000412749,0.000412749
154,16522.9,0.75423,2.50167,0.83638,1.14772,0.72967,0.49092,0.52973,0.43412,0.68531,0.43183,0.44693,0.33347,1.01478,3.91388,1.46996,1.32784,0.000404498,0.000404498,0.000404498
155,16622.8,0.76504,2.51853,0.85281,1.15256,0.70488,0.49763,0.53632,0.44241,0.69553,0.42684,0.4499,0.33015,1.00483,3.93862,1.48312,1.33265,0.000396246,0.000396246,0.000396246
156,16722.9,0.75055,2.50515,0.83765,1.14335,0.71513,0.49192,0.52655,0.4339,0.66909,0.43762,0.45155,0.33865,0.9938,3.83796,1.51839,1.30817,0.000387994,0.000387994,0.000387994
157,16822.8,0.74387,2.5098,0.82903,1.14543,0.78186,0.4615,0.53613,0.446,0.72657,0.42077,0.46158,0.34738,0.96683,3.92176,1.47052,1.30088,0.000379743,0.000379743,0.000379743
158,16922.9,0.74646,2.46519,0.8204,1.15051,0.77208,0.46254,0.52467,0.43036,0.71155,0.414,0.43546,0.33043,0.98518,3.91955,1.52526,1.31425,0.000371491,0.000371491,0.000371491
159,17022.7,0.75592,2.51335,0.83693,1.14922,0.73156,0.48255,0.51562,0.43076,0.7102,0.42043,0.44376,0.3427,0.97177,3.95248,1.52795,1.30209,0.000363239,0.000363239,0.000363239
160,17122.6,0.74823,2.53551,0.83705,1.1503,0.69102,0.49691,0.51279,0.41948,0.63872,0.44682,0.44143,0.33347,1.0001,3.90795,1.53979,1.33115,0.000354988,0.000354988,0.000354988
161,17222.4,0.74106,2.50373,0.8131,1.13994,0.71516,0.49395,0.52681,0.43345,0.67397,0.4342,0.4445,0.33507,0.98909,3.97105,1.52931,1.31365,0.000346736,0.000346736,0.000346736
162,17322.2,0.73563,2.43748,0.81016,1.14193,0.73804,0.51035,0.53913,0.4381,0.68952,0.45807,0.45523,0.33928,0.97594,4.03596,1.48498,1.31823,0.000338484,0.000338484,0.000338484
163,17422.1,0.74058,2.5005,0.82868,1.14376,0.7517,0.47657,0.52531,0.43356,0.68499,0.43376,0.44151,0.33978,0.99026,3.87692,1.52296,1.31692,0.000330233,0.000330233,0.000330233
164,17521.9,0.73652,2.46011,0.79312,1.14052,0.74392,0.48457,0.5235,0.43559,0.73399,0.42912,0.44795,0.33891,0.98814,4.00535,1.47685,1.32468,0.000321981,0.000321981,0.000321981
165,17621.7,0.74486,2.45563,0.81715,1.14385,0.77202,0.47059,0.51847,0.43069,0.71601,0.4306,0.44231,0.34388,0.9856,3.87943,1.51117,1.32422,0.000313729,0.000313729,0.000313729
166,17721.4,0.73167,2.44854,0.80437,1.13237,0.72532,0.49351,0.52348,0.43011,0.73609,0.42754,0.44382,0.33585,0.99956,3.90512,1.47103,1.32912,0.000305478,0.000305478,0.000305478
167,17821.2,0.73574,2.418,0.78874,1.13548,0.77385,0.47781,0.52976,0.43104,0.70244,0.42127,0.42681,0.32442,0.99856,3.89046,1.47953,1.33477,0.000297226,0.000297226,0.000297226
168,17921.3,0.72207,2.44468,0.80177,1.13282,0.77496,0.48166,0.53719,0.44489,0.69338,0.43079,0.43913,0.33021,0.97386,3.97876,1.49583,1.31244,0.000288974,0.000288974,0.000288974
169,18021.1,0.725,2.41694,0.79251,1.12611,0.74274,0.48391,0.52754,0.43957,0.74,0.42033,0.44481,0.33662,0.96734,3.94164,1.47863,1.30608,0.000280723,0.000280723,0.000280723
170,18121,0.72705,2.46137,0.80381,1.13561,0.75393,0.47419,0.5254,0.44214,0.70454,0.42403,0.44423,0.33216,0.97596,3.85085,1.49839,1.31564,0.000272471,0.000272471,0.000272471
171,18220.7,0.72023,2.43377,0.78451,1.12605,0.78105,0.46788,0.5149,0.42791,0.72882,0.42709,0.43631,0.33127,1.00701,3.99781,1.54419,1.33347,0.00026422,0.00026422,0.00026422
172,18320.3,0.72828,2.43211,0.80421,1.13886,0.77902,0.45822,0.51686,0.43267,0.72499,0.42674,0.44775,0.34245,1.00498,3.94806,1.50255,1.33584,0.000255968,0.000255968,0.000255968
173,18420.3,0.71546,2.44602,0.77541,1.12619,0.75022,0.47578,0.52352,0.43582,0.69586,0.42709,0.43706,0.33538,1.00348,3.95691,1.52169,1.32033,0.000247716,0.000247716,0.000247716
174,18520.2,0.71243,2.3826,0.76536,1.12563,0.75938,0.47702,0.51955,0.43149,0.70033,0.43894,0.44971,0.339,0.9924,4.0263,1.51503,1.32812,0.000239465,0.000239465,0.000239465
175,18620.1,0.72171,2.3978,0.76942,1.12286,0.73489,0.48921,0.52359,0.43029,0.73197,0.41613,0.4374,0.33317,0.98395,3.96085,1.53931,1.31267,0.000231213,0.000231213,0.000231213
176,18720,0.721,2.34093,0.75462,1.12052,0.75757,0.47736,0.52249,0.43205,0.70341,0.44201,0.44768,0.33897,0.988,4.00306,1.52516,1.32293,0.000222961,0.000222961,0.000222961
177,18819.8,0.711,2.31758,0.75539,1.12019,0.72924,0.49386,0.52851,0.43239,0.66631,0.44946,0.44873,0.3405,0.99129,4.03694,1.53913,1.32604,0.00021471,0.00021471,0.00021471
178,18919.5,0.70406,2.33386,0.74427,1.11435,0.72183,0.49799,0.53167,0.43764,0.66626,0.44867,0.44361,0.34194,0.96742,3.95863,1.47407,1.30535,0.000206458,0.000206458,0.000206458
179,19019.5,0.72062,2.38824,0.7735,1.12587,0.76738,0.48517,0.52595,0.43533,0.71435,0.44087,0.45085,0.34295,0.97851,4.04528,1.51648,1.31844,0.000198206,0.000198206,0.000198206
180,19119.3,0.71215,2.40563,0.75887,1.12148,0.73141,0.49301,0.53506,0.43573,0.72797,0.4306,0.45361,0.33639,1.00144,3.96714,1.52271,1.34003,0.000189955,0.000189955,0.000189955
181,19219.1,0.71346,2.37453,0.75557,1.11877,0.79076,0.45218,0.52632,0.43264,0.706,0.40434,0.42111,0.31761,0.98471,3.86665,1.53542,1.31842,0.000181703,0.000181703,0.000181703
182,19318.9,0.6898,2.35201,0.7288,1.10847,0.79386,0.46318,0.52932,0.43288,0.74956,0.42351,0.44668,0.34063,0.99428,3.97651,1.51746,1.33172,0.000173451,0.000173451,0.000173451
183,19418.8,0.71604,2.38046,0.76626,1.12608,0.74151,0.48131,0.51718,0.42511,0.68971,0.43376,0.43674,0.3332,0.99754,4.02483,1.56679,1.32767,0.0001652,0.0001652,0.0001652
184,19518.8,0.70109,2.35152,0.74355,1.11774,0.70005,0.49911,0.52977,0.43242,0.66997,0.42754,0.4378,0.33508,0.98235,3.99599,1.53313,1.32084,0.000156948,0.000156948,0.000156948
185,19618.6,0.68781,2.29686,0.7375,1.10595,0.71602,0.4863,0.52384,0.43034,0.64994,0.43675,0.43926,0.33614,0.98048,4.05234,1.54538,1.32439,0.000148696,0.000148696,0.000148696
186,19718.4,0.70373,2.31459,0.75214,1.11281,0.76281,0.46324,0.52282,0.43309,0.69612,0.42122,0.44002,0.33641,0.98056,4.04904,1.53989,1.31678,0.000140445,0.000140445,0.000140445
187,19818.3,0.69884,2.3426,0.74081,1.11183,0.75962,0.47667,0.52402,0.43089,0.7075,0.43256,0.44013,0.33596,0.98747,4.04919,1.52894,1.33049,0.000132193,0.000132193,0.000132193
188,19918.3,0.6935,2.31588,0.72395,1.10225,0.706,0.4907,0.51997,0.43149,0.67986,0.44013,0.44049,0.33664,1.01454,4.0744,1.52792,1.35069,0.000123941,0.000123941,0.000123941
189,20018.2,0.7029,2.32297,0.72992,1.10467,0.7689,0.46333,0.51806,0.4305,0.71863,0.42517,0.43693,0.33494,1.00299,4.08852,1.55789,1.34345,0.00011569,0.00011569,0.00011569
190,20118.1,0.68921,2.32847,0.71733,1.10873,0.74935,0.47298,0.52282,0.43331,0.72817,0.42201,0.43896,0.33768,0.98188,4.05778,1.53072,1.32806,0.000107438,0.000107438,0.000107438
191,20217.5,0.64255,2.08075,0.6787,1.109,0.72504,0.49386,0.51723,0.42872,0.72267,0.42937,0.4447,0.33822,0.99574,4.15339,1.51675,1.35003,9.91865e-05,9.91865e-05,9.91865e-05
192,20316.2,0.61876,2.03503,0.64312,1.09222,0.72237,0.4972,0.52257,0.43546,0.69945,0.43218,0.44304,0.33626,0.98402,4.13129,1.51634,1.33991,9.09349e-05,9.09349e-05,9.09349e-05
193,20414.9,0.62125,1.99288,0.63267,1.09069,0.7759,0.46542,0.52432,0.4328,0.71273,0.42779,0.44388,0.33544,0.98535,4.19228,1.53528,1.34006,8.26832e-05,8.26832e-05,8.26832e-05
194,20513.5,0.61531,2.03505,0.62537,1.08748,0.69567,0.50437,0.52488,0.4356,0.72062,0.41297,0.43314,0.32745,0.98053,4.19859,1.56286,1.34131,7.44316e-05,7.44316e-05,7.44316e-05
195,20612.3,0.61871,1.97486,0.61622,1.08634,0.77242,0.47568,0.52602,0.43516,0.69922,0.43525,0.44421,0.33182,0.99326,4.22691,1.56484,1.35144,6.61799e-05,6.61799e-05,6.61799e-05
196,20711,0.61384,1.9699,0.6136,1.07654,0.77506,0.47613,0.5274,0.43979,0.71317,0.43806,0.44568,0.33678,0.97918,4.21832,1.55014,1.34518,5.79283e-05,5.79283e-05,5.79283e-05
197,20809.6,0.60819,1.93925,0.59866,1.08708,0.76982,0.47536,0.52302,0.43318,0.713,0.42823,0.43428,0.32803,0.98348,4.2353,1.55719,1.3392,4.96766e-05,4.96766e-05,4.96766e-05
198,20908.3,0.60475,1.96882,0.60139,1.07684,0.75207,0.48245,0.52464,0.43375,0.68648,0.43802,0.43664,0.32652,0.99038,4.24135,1.55279,1.34761,4.1425e-05,4.1425e-05,4.1425e-05
199,21007,0.60717,1.96819,0.60453,1.08582,0.73917,0.4947,0.52498,0.43542,0.70158,0.43095,0.43639,0.32802,0.98438,4.23447,1.54982,1.34096,3.31733e-05,3.31733e-05,3.31733e-05
200,21105.8,0.61087,1.95265,0.59671,1.08699,0.73519,0.49578,0.52356,0.43422,0.69625,0.44502,0.44334,0.32854,0.9784,4.28036,1.56408,1.34131,2.49217e-05,2.49217e-05,2.49217e-05
